# Pathway	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B7	B8	B9	C1	C2	C3	C4	C5	C6	C7	MAD001F	MAD005C	MAD006F	MAD009F	MAD012C	MAD012F	MAD013C	MAD013F	MAD014F	MAD015F	MAD024C	MAD024Crep	MAD025C	MAD025F	MAD026C	MAD026F	MAD029F	MAD032F	MAD035F	MAD037F	MAD038C	MAD038F	MAD039F	MAD040F	MAD041F	MAD042F	MAD043F	MAD044F	MAD045F	MAD046F	MAD047F	MAD048C	MAD048F	MAD049C	MAD049F	MAD050C	MAD050F	MAD051C	MAD051F	MAD052C	MAD052F	MAD053C	MAD053F	MAD054C	MAD054F	MAD055C	MAD055F	MAD056C	MAD056F	MAD057C	MAD057F	MAD058C	MAD058F	MAD059F	MAD060C	MAD060F
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprocola	0	0.00488011	0	0	0.0409025	0	0	0	0	0	0	0	0	0	0.00176253	0	0	0	0	0.00594981	0	0	0	0	0	0	0	0	0	0	0	0.00149547	0.054235	0	0.010771	0.00344206	0.0442813	0.0497173	0	0.00410752	0.020942	0.0250995	0	0	0	0	0	0	0.00232234	0	0	0.0051403	0	0	0	0.015517	0.00279458	0	0.00339603	0	0	0	0	0	0	0	0	0.00199515	0	0	0	0.0106649	0.0029073	0	0	0	0	0	0	0.00163145	0	0	0	0	0.00301248	0.00437997
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00695717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186879	0.0235591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074736	0.00325105	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0.0055602	0	0	0	0	0	0	0.036116	0	0	0.00454356	0.00950997	0	0.0297951	0	0.0230076	0	0.00407729	0.0271476	0	0	0	0	0.0286716	0	0.0229709	0	0	0	0.00143088	0	0.00972775	0	0.00255713	0	0	0	0	0.00153328	0	0	0	0.00149889	0.00208195	0	0	0.0292563	0	0.00144597	0	0.00166513	0	0.00384747	0	0	0	0	0	0.00436225	0	0	0	0	0.00731	0.0032058	0	0	0.00322309	0	0	0	0	0	0.0785998	0.0673013	0	0	0	0	0.00851862	0	0.00642825	0.0131067	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0	0	0.00145539	0	0	0	0	0	0.00022513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	0	0.00436513	0.000675317	0	0	0	0	0	0	0.00643953	0.00926779	0	0	0	0	0	0	0.00602263	0.0112158	0.00325415	0	0.00106546	0	0	0	0	0	0	0	0	0	0.000679213	0	0	0	0	0	0	0	0	0.0045452	0.00562809	0	0	0	0	0	0	0	0	0.00103372	0	0	0	0	0	0.00458223	0.00329666	0	0	0.000683916	0	0	0	0	0.0295985	0.0263887	0	0	0	0	0.00381715	0.00153569	0	0	0	0	0.00318847	0.00412823	0.0146502	0.00773001	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0.0215418	0	0.00512179	0.00225206	0	0	0	0	0	0	0	0.00230097	0	0.00806098	0.000605892	0	0.00567316	0	0	0.000835218	0	0	0.000460072	0	0.00895845	0	0	0.00158416	0	0	0	0	0	0	0.00678687	0.00258243	0.0122197	0.0248281	0	0	0.000438885	0.000728036	0	0	0	0	0	0.00711241	0	0.00359775	0	0	0.0122687	0.00417381	0	0	0	0	0.0137072	0.00384118	0	0	0	0	0	0	0	0	0	0	0	0.00143073	0	0	0	0	0	0	0	0	0	0.00492445	0	0	0.00180183	0.00438823
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0.00788448	0.105808	0.00370426	0	0.0173948	0.00656009	0.0125997	0	0.0211899	0.00419274	0.00961857	0.176032	0.0143475	0.0224614	0.0633914	0.0128867	0	0.0362866	0.0286427	0	0.0289831	0.0639775	0.00774613	0.0817172	0.00527619	0.0143544	0	0	0.0145563	0.0109236	0.0359958	0.233473	0.039165	0	0	0	0	0	0	0	0	0	0.016299	0	0.00118099	0	0.0219843	0	0.00291706	0.0298638	0	0	0.0124264	0.024467	0	0.00273707	0.00703501	0.0124684	0.0135915	0.0162332	0	0	0	0.0394044	0.00297038	0	0	0.109191	0.0255138	0.00424114	0.0347125	0	0	0.123904	0.0286615	0.00626593	0	0.0518101	0.015868	0.00499561	0	0.060068	0	0	0.0220413	0.00826005
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	0.00768684	0	0.00242532	0.00268926	0	0.00271792	0.00374965	0	0	0	0	0.00240924	0	0.00267058	0	0.00411832	0.00370227	0	0	0	0	0	0	0	0	0	0.00049142	0	0	0	0	0	0	0	0	0	0	0.0136348	0	0.00287993	0	0	0	0	0	0	0	0	0	0.0128471	0	0	0.00349567	0.00660986	0	0	0.00512602	0.00318948	0.00321098	0	0	0	0	0	0.00106092	0	0	0	0	0.00261749	0.00436761	0	0	0	0	0	0	0.0106541	0.00672561	0.00101418	0	0	0	0	0	0.00120474
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	0.0139657	0.000594313	0.0464593	0.00263376	0	0	0	0	0	0.0117942	0.00087815	0.000496594	0	0.0549748	0.00138258	0	0.00281761	0	0	0.00177026	0.000137435	0.0136066	0.0277909	0	0	0	0.00408089	0.00552934	0	0	0	0.000365596	0	0.00280168	0.0681733	0.00832222	0.000448759	0	0	0	0.00424434	0.00525774	0.00487295	0.0116847	0	0	0	0	0	0	0.000205618	0	0	0.0373904	0.000341012	0	0.000632184	0	0	0.0264074	0.00187644	0	0	0	0	0.0104763	0.00577701	0.000262512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000321674	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	0.0170115	0	0.00402574	0	0	0.000566424	0	0	0	0	0	0.00257289	0	0	0	0	0	0	0.00357999	0	0	0.000287943	0.00156307	0	0	0	0	0	0	0	0	0.000169322	0	0	0	0	0	0	0	0	0	0	0	0.000910763	0	0	0	0	0	0.00208546	0	0	0.000815406	0.00559386	0	0	0	0	0.000793672	0.00123903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000481781	0.00161301
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0.00613419	0.00542398	0.00291959	0.00289064	0.0230791	0.0112605	0.0230343	0.0366483	0.0219246	0.00434133	0.0810135	0.00839403	0.0135847	0.0140597	0.00274261	0.0294503	0.00330661	0.0238932	0.00558778	0.00308212	0.0325867	0.0223866	0.0199669	0.0220378	0.0114365	0.00678027	0.00324266	0.00335051	0.03178	0.013651	0.0252059	0.00239096	0.0275262	0.00410763	0.00769177	0.0153466	0.00673798	0.0375754	0.00473137	0.0375342	0.00622791	0.00723517	0.00114738	0.0214869	0.000590059	0	0.011265	0.0116987	0.00263752	0.0206373	0.00270245	0	0.0104226	0.0077575	0.0629645	0.00678605	0.0198333	0.00961283	0.0109576	0.0113671	0.00359863	0.00258636	0.0116637	0.00688238	0.0128509	0.0140948	0.0133124	0.00393358	0.0208335	0.00254282	0.00478044	0.00395335	0.00397453	0.00701977	0.0294602	0.00241218	0.0104136	0.0307811	0.0563345	0.0159345	0.0227054	0.00186241	0.0103813	0.00855119	0.00667128	0.0122846
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00443763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00265918	0.00119464	0	0	0.00268019	0.0135728	0.0105706	0.0118319	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159531	0.00733984	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0.00131103	0	0	0	0	0	0	0	0	0	0	0	0	0.00111497	0	0	0	0	0.00141387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000406186	0.00197087	0	0	0	0	0	0	0	0	0	0	0	0	0.00132603	0.00529754	0.00151442	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000566241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000804578	0	0	0	0	0	0	0	0	0	0	0	0	0.00121331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000934439	0.00161717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_OM08_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	0.0470624	0.00654543	0.0176848	0.00416148	0.00305243	0	0.00163611	0	0.0416682	0.00335585	0.0302492	0.00604454	0.0267311	0.00223044	0.00214922	0	0.00396499	0	0.0918791	0	0.0184022	0.0582518	0.00467816	0.000706899	0.0371054	0.000867696	0.000765787	0.00217093	0.0253503	0.00865207	0	0.00645728	0.023941	0.00154586	0.00250491	0	0	0	0.00230036	0.00646975	0.00139971	0	0.00125942	0.102149	0.000186341	0	0	0.025486	0.00130627	0	0.00331176	0.00308343	0.0593678	0.009351	0.00416748	0.0170164	0.0249235	0.0153146	0.0604334	0.0076394	0.000723572	0.00128097	0	0	0	0.00789377	0.011483	0.00163933	0.0175178	0.001884	0.0018778	0.00427964	0.00443191	0.0180237	0.0757863	0.00573326	0.0900297	0.0174021	0.0119402	0.0215907	0.0461123	0.00990583	0.0230884	0	0.00964266	0.00870566
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.0172448	0.0087738	0.00280022	0.00352673	0.0559762	0.00834419	0.0127407	0.00915577	0.0273723	0.00111162	0.0129288	0.0190492	0.023274	0.0193582	0.00134589	0.0223461	0.00458897	0	0.0184473	0.00372685	0	0.0144909	0.0183339	0.0390086	0.00596353	0.0113254	0	0.00235492	0.0220671	0.0012429	0.0365315	0.0110682	0.027635	0.00266575	0.00974002	0.00614731	0.0013736	0.00938245	0.00231797	0.00917178	0.00428488	0.00519082	0.00417286	0.0095628	0	0	0.0155332	0.00764464	0.00234337	0.0129073	0.0219244	0.0837849	0	0.0210705	0	0.00198922	0.00200951	0.00439026	0	0.0104199	0.00285945	0	0	0.00575772	0.00439974	0	0	0.017853	0.00923112	0.0141469	0.00760991	0	0	0.0176885	0.0299125	0.00855524	0.00893894	0.00195611	0	0	0	0.00400158	0	0.00740108	0.0106046	0.0095489
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0.011672	0.0118302	0.00177544	0.00634541	0.0687232	0.0173472	0.0276885	0.0424383	0.0305433	0.00675011	0.0574626	0.0123087	0.0155586	0.0186845	0.00312029	0.0831327	0.0132732	0.0312333	0.0341911	0.0024795	0.0304875	0.0354931	0.0520341	0	0.0766798	0.0318828	0.0013542	0.00261908	0.0458107	0.0095918	0.0521591	0.00786742	0.00559546	0.00625112	0.0113408	0.0183065	0.0139993	0.0507687	0.0055138	0.0401735	0.00404257	0.00513218	0.00206592	0.030764	0.00113243	0	0.0476775	0.0391726	0.0040295	0.0495769	0.00789804	0.131766	0.0488119	0.0327412	0.0526059	0.00881665	0.03505	0.0304088	0.0485218	0.0152685	0.00512898	0.00787745	0.108282	0.00588461	0.01277	0.0207247	0.0362577	0.0399105	0.0403402	0.01424	0.0231754	0.00636689	0.0154899	0.0154523	0.0532468	0.00869794	0.0689448	0.057589	0.0529975	0.0177347	0.034497	0.0140782	0.153611	0.0149409	0.00977673	0.0121297
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0.0804641	0.225307	0.154627	0.0760721	0.130772	0.0493577	0.0492534	0.00811546	0.193407	0.0296373	0.065667	0.120518	0.113082	0.00993021	0.00993727	0.067252	0.0285557	0.105547	0.0517217	0.010303	0.0770478	0.0862343	0.0704676	0.0905405	0.045532	0.0506377	0.0235613	0.0221376	0.110415	0.00455612	0.200061	0.0777644	0.0811783	0.0191879	0.0613488	0.0158322	0.256074	0.0861356	0.0124493	0.0310841	0.0376134	0.0459261	0.0103533	0.027498	0.00491445	0.000358121	0.0660473	0.0494948	0.0176574	0.0517525	0.0141741	0.0239593	0.0364704	0.062613	0.0678361	0.0358041	0.0595971	0.064729	0.0400175	0.0355767	0.00790043	0.132406	0.160529	0.0753706	0.046557	0.127053	0.0745887	0.0642055	0.109738	0.120331	0.058699	0.10184	0.0133259	0.00910285	0.00994716	0.165992	0.0540173	0.0818428	0.0409103	0.256504	0.127743	0.157	0.0396196	0.0447394	0.172154	0.0495611
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	0.0312587	0	0.00772522	0.00275857	0.0218048	0	0.0353141	0	0.0143253	0.00293557	0	0.00414453	0.0125995	0	0	0	0.00253796	0	0.00898934	0.00100474	0	0.00450908	0.0461558	0.00271577	0.00939631	0	0.00238538	0	0.0346834	0	0.0250934	0.00298338	0.0207851	0.00301639	0	0	0.00608665	0.0370949	0	0.0296825	0.00141627	0.00162735	0.000527628	0.00567103	0.000447697	0	0	0	0.00194329	0	0	0	0.00259038	0.0227305	0	0	0.00777948	0.00151476	0.00270975	0.0062661	0.00372077	0.0118905	0.0637181	0	0	0.00512509	0.00682706	0.00210375	0	0.00779461	0.0300062	0.00138951	0	0	0	0.000946228	0.00409429	0	0	0	0	0.00260863	0.030501	0.00526908	0.00183652	0.00173478
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	0	0.000445443	0.000139378	0.000964326	0	0	0	0	0.00890756	0.00188007	0	0	0.0108804	0.00417039	0.00142686	0	0.00189317	0	0	0.00029536	0	0	0.00651319	0	0	0	0	0.0000907688	0	0	0	0	0	0.000221694	0.002931	0.00763096	0	0	0	0	0.000107682	0.000125381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434072	0.00398304	0	0	0	0	0	0	0	0	0	0	0	0.000766048	0.0022893	0.0000613687	0.00367951	0	0	0	0.000886881	0.00918128	0.00353393	0.0000672399	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0.000203832	0.000203084	0.0129916	0.00305744	0	0.0144551	0	0.00353828	0.00273423	0.00473465	0	0.00609581	0	0.0198728	0	0.00188841	0	0.000269554	0.00196224	0.000349145	0.019831	0.00163721	0	0	0	0.0353672	0.00814036	0	0.00478066	0	0.000302096	0.00811684	0.010241	0.000453302	0.00172497	0	0	0.00444285	0.0329291	0.000908623	0.000668062	0.0142588	0.0504785	0.000412442	0	0	0.00445016	0.00380427	0	0.000551763	0	0	0	0.000389318	0.0491346	0.00770663	0.0345249	0	0	0.0122002	0	0	0.0038355	0.0162799	0.000233835	0.00501246	0.000311834	0.000315904	0.000416697	0.0028008	0.000521591	0.0016646	0	0	0.000976141	0.0233304	0.00857157	0.0518415	0	0	0.00392992	0.000211273	0	0.000589035	0.0193637
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_angulatum	0	0.000178907	0	0	0	0	0.0000415225	0	0	0	0.0144817	0	0	0	0.00577198	0	0	0	0.0000459539	0	0	0	0	0	0	0	0.024386	0.00225583	0	0	0	0	0	0.000264939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317609	0	0	0	0	0	0	0	0	0	0	0	0.00707513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0.0139022	0	0	0.000117167	0	0	0	0	0	0	0	0.0148343	0	0.0107138	0	0	0	0	0.0100722	0.000522678	0	0	0	0.0297043	0.0137766	0	0.0112822	0	0.000190562	0	0.00337241	0.00297265	0.00368437	0	0	0	0.000324947	0.000138792	0	0.0355881	0.0134031	0.0394225	0.0165867	0	0.0071135	0.0106526	0	0.00011913	0	0	0	0.0000765034	0	0.00203244	0	0	0	0.0111313	0	0	0.0804951	0.0176283	0.0000480783	0.000115351	0.00210017	0.0256623	0	0	0	0	0	0	0	0	0.00650597	0.0118149	0	0	0	0	0	0.000428817	0.0155059
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000823613	0	0	0	0	0	0	0	0	0.00489527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000317913	0	0	0.00112426	0	0	0	0	0	0	0	0	0	0	0.000412429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00372262	0	0	0	0	0.000771103	0	0.00299819	0	0	0	0	0	0.00197013	0	0	0	0	0	0.00189835	0	0	0	0.00187697	0	0	0.000148267	0.000216332	0	0.00925509	0	0	0	0	0.001516	0	0.000125806	0	0	0	0.000092135	0.0155652	0.000841729	0.00732038	0	0	0.00145335	0	0	0	0	0	0	0	0	0.000250817	0.00330969	0.000225433	0.0020884	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000378844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	0.00673988	0.000407216	0.00588827	0.00232018	0.00417636	0	0.0168856	0.0289325	0.00222073	0.000353593	0.00858645	0.0179801	0.00450378	0	0.00650454	0	0.00080411	0.014629	0.00587043	0.00110021	0.00974929	0.00990759	0.000262704	0	0	0	0.00443324	0.00211982	0.00393726	0.00136404	0.0451078	0.00115948	0.0062712	0.00112513	0.000556911	0.00322903	0.00193675	0.013111	0.00040937	0.00532823	0.000552175	0.00062758	0.00484628	0.0096334	0.000836411	0	0	0.0176826	0.00257826	0.00442049	0.000752851	0	0	0.00441258	0.000465323	0.0288932	0.00291126	0.00851957	0	0	0.00440223	0	0	0.00494148	0.00687121	0.000475131	0.00428063	0.013112	0.0312232	0.00276077	0.00874775	0.000199202	0.00281616	0.0408532	0.00656727	0.00524275	0.00801267	0.00521097	0.00881817	0.00894555	0.0315301	0.00442106	0.000624959	0	0	0.00066997
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0.00999937	0.00100889	0.000117459	0.0042588	0	0	0	0.00345173	0.00480293	0	0	0	0	0.00259261	0.0366152	0.00565518	0.000250501	0	0	0	0	0	0	0.00327284	0.000370163	0	0	0	0.00119834	0	0.000294892	0	0.000309844	0	0	0	0.00945904	0.000218287	0.000227989	0	0	0.000230634	0	0	0.017061	0	0.00266009	0.000205828	0	0	0.000662003	0	0	0	0	0	0	0	0	0	0.00145859	0.00198642	0	0.00019587	0.000506575	0.0317872	0.000270089	0.00126487	0	0	0.0272905	0.0179601	0.00075475	0.00446256	0	0	0.000328466	0.00418202	0.00239647	0.000224143	0	0	0
UNINTEGRATED|g__Bilophila.s__Bilophila_wadsworthia	0.000931949	0.00334967	0.00054693	0.00108798	0.00490201	0	0.00108825	0	0.00113142	0.000969628	0.00181681	0.000656994	0.00144575	0.0000840553	0	0	0.00091559	0	0.000682902	0.000491254	0.00117133	0.00792474	0.00228192	0.000675278	0	0.00100115	0.000445299	0.000147848	0.0027212	0.000127051	0	0.0000372091	0.0042414	0.00181008	0.00364201	0.00141691	0	0	0	0.000498777	0.000324545	0.000660328	0.00017092	0.000341934	0	0	0.00280115	0.00200466	0.00345982	0.00104034	0	0	0.00302155	0	0	0.00149062	0.000600727	0.00144134	0.00224916	0	0	0	0	0.000494531	0.00197997	0	0	0.00045001	0.0071976	0	0	0.000596892	0.00113666	0.0027228	0.00122403	0.00272334	0.00127173	0.00227021	0.000968951	0.00159244	0.000894614	0.00139999	0.001406	0	0.00144818	0.000898867
UNINTEGRATED|g__Blautia.s__Blautia_coccoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100344	0.0011236	0	0	0	0	0	0	0.000470715	0	0	0	0	0	0.000441854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235739	0.00024656	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00675379	0.00195893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_hydrogenotrophica	0.00292304	0	0.000411918	0	0.0011042	0	0.000227022	0.00345394	0	0	0.000834404	0	0	0	0.000837234	0.000541914	0	0	0.00104372	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252577	0	0	0	0	0	0.000641944	0	0	0	0	0	0	0	0	0	0.000316204	0	0	0	0.00167242	0	0.000251848	0	0	0.00113784	0.00169606	0.000427434	0	0	0	0	0	0	0.000571817	0	0	0	0.00068824	0	0	0	0.000372438	0	0	0.000386329	0.000705735	0	0	0.000381755	0.00964572	0.000274346	0	0
UNINTEGRATED|g__Blautia.s__Blautia_obeum	0.0132517	0.00749142	0.0322257	0.0356679	0.0116742	0.00683547	0.00939672	0.0331371	0.0166471	0.0121401	0.0232317	0.00502081	0.0212998	0.00699838	0.0301633	0.0139246	0.0180903	0.0594628	0.0494962	0.0142802	0.0507694	0.00769022	0.0175891	0.021316	0.0269468	0.00566722	0.0281875	0.0115396	0.0301312	0.00502898	0.010289	0.00866317	0.0230759	0.0155331	0.0201569	0.0177779	0.0367472	0.0230299	0.0146758	0.0377479	0.0256028	0.0248483	0.0118536	0.0264622	0.00526524	0.0204946	0.00820255	0.0302774	0.0343391	0.00571878	0.0110223	0.043427	0.0554167	0.00927632	0.0302266	0.0483951	0.00966884	0.0172395	0.0582718	0.00802595	0.00686349	0.0252317	0.0241132	0.0286463	0.0146254	0.00719977	0.0291784	0.0036499	0.027516	0.0128272	0.0194717	0.0100635	0.0282569	0.0157408	0.0152815	0.0103079	0.0283331	0.0190185	0.0295297	0.023919	0.0157664	0.0169619	0.0438325	0.00970257	0.0112217	0.0450034
UNINTEGRATED|g__Blautia.s__Blautia_producta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195333	0	0	0	0	0	0	0	0	0	0	0	0.000262381	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00616174	0.00320015	0	0	0	0	0	0	0.000216933	0	0	0	0	0	0.000189117	0	0	0.000425728	0.000226573	0	0	0	0	0	0.000262219	0	0	0	0	0	0	0	0	0.00057856	0.00169061	0	0.00026826	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_sp	0	0	0	0.00110893	0	0	0.000178937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000761836	0.00468719	0.00291985	0	0	0.000591666	0	0.00317146	0	0.000337387	0	0.0000986843	0	0.0011359	0.00188788	0.000660723	0	0	0.00267252	0	0	0	0	0	0	0	0.0014828	0.000376265	0.00055315	0	0	0	0	0	0.000430655	0	0	0.000316331	0	0.000250612	0.000668834	0	0	0	0	0	0	0	0	0	0.00236764	0.00105229	0.00236896	0	0.00101441	0	0	0	0	0	0	0	0	0.00169525	0	0
UNINTEGRATED|g__Blautia.s__Blautia_sp_AF19_10LB	0	0	0	0.00121325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000429973	0	0	0	0	0	0	0.0010068	0	0.000685098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018441	0	0	0	0	0	0.0011301	0.000859084	0	0	0	0	0	0	0	0	0	0	0	0	0.000854453	0.00092457	0	0	0	0	0	0	0.00051196	0	0
UNINTEGRATED|g__Blautia.s__Blautia_sp_CAG_257	0.000251275	0	0	0	0	0	0	0	0	0	0.0000690546	0.0000952182	0	0	0	0	0	0	0.000144534	0	0	0	0	0.0000715608	0	0	0	0	0.000351114	0	0.0000961574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246819	0.0155281	0	0	0	0	0.00035658	0.00122363	0.000167219	0	0	0	0	0	0.000250331	0	0	0	0	0	0	0	0	0	0	0	0.00237179	0	0	0	0.000174598	0	0	0.000511853	0.00056423	0.000252724	0.016098	0.000128612	0	0	0	0
